Newspaper,Date,Headline,Article,ChatGPT Generated Summary,Pegasus Generated Summary,ROUGE-1,ROUGE-2,ROUGE-L
The Hans India,2021-09-15,"Cabinet meet tomorrow to take a call on filling 50K jobs 65,000 vacancies across all depts identified KCR to present a report on Dalit Bandhu Monsoon session of Assembly by Sept-end Cabinet to discuss river water sharing, crop pattern","The State Cabinet will meet on Thursday to take a decision on filling of 50,000 vacancies in various government departments, according to sources.


The Cabinet will also discuss at length the Dalit Bandhu scheme and government’s proposal to extend it to other communities in a phased manner. Chief Minister K Chandrasekhar Rao will present a report on the implementation of Dalit Bandhu on pilot basis in Huzurabad Assembly constituency and seek Cabinet approval to extend the scheme in four more mandals. Since the government proposes to hold the monsoon session of the State Assembly sometime during the last week of September, the Cabinet may also finalise the dates of the session. Officials said all the departments have already submitted their reports to Chief Secretary Somesh Kumar on the vacancies in each wing. It is learnt that over 65,000 vacancies have been identified and a notification to fill the posts will be issued soon after the Cabinet nod. The highest number of posts have been identified in Police Medical & Health and Education departments, followed by Agriculture and Welfare departments. The Panchayat Raj and Municipal Administration and Urban Development departments have nearly 10,000 posts in different categories under the new zonal system at district, zonal and multi-zonal level.

The issue of river water sharing between Telangana and Andhra Pradesh, crop cultivation and promotion of commercial crops in the place of paddy would also be discussed, it is learnt.","The Telangana State Cabinet is set to convene on Thursday to address several key agendas. Among them is the decision to fill 50,000 vacancies across government departments, with reports indicating over 65,000 vacancies identified. Additionally, discussions will focus on extending the Dalit Bandhu scheme beyond its pilot phase in Huzurabad constituency. The Cabinet will finalize plans for the upcoming monsoon session of the State Assembly, likely scheduled for the last week of September. Other topics include river water sharing with Andhra Pradesh, crop cultivation strategies, and the promotion of commercial crops over paddy cultivation.","The Telangana government has identified over 65,000 vacancies in various government departments to fill them before the monsoon session of the State Assembly.",0.33333333333333337,0.1864406779661017,0.25
The Hindu,2022-02-05,Sri Lankan Tamils in rehabilitation camps in Ranipet screened,"Sri Lankan Tamils in a rehabilitation camp at Ramanathapakkam village in Walajah taluk in Ranipet district were screened for deformities and other infections related to leprosy on Saturday.

Health officials said the Sri Lankan Tamils in Vellore, Ranipet and Tirupattur districts were not screened for infections related to leprosy for many years. The Public Health Department took the anti-leprosy week celebrations as an opportunity to screen them in their camps starting from Ranipet district. “They are an unscreened population of deformities and other infections related to leprosy for many years. After completing the screening in rehabilitation camps in Ranipet, we will bring other camps in Vellore and Tirupattur under scanner,” B. Preetha, Deputy Director (Leprosy), Vellore, told The Hindu .

The three districts have around 3,500 families, with each rehabilitation camp sheltering at least 300 families. The neighbouring Tiruvannamalai district has 3,550 families.

In the undivided Vellore district (that includes Ranipet and Tirupattur), on an average, 100 - 150 leprosy cases are reported every year. As on January 31 this year, 78 patients are under treatment in these districts and the number of new cases stand at 70. Higher prevalance of the disease is found among migrant labourers in these districts.

Nine-member team
In Ranipet, a nine-member medical team comprising a doctor, a health educator and four health inspectors screened around 100 Sri Lankan Tamil families on the first day of the three-day camp. The team would also screen other residents, including narikuravas and industrial workers, during the fortnight-long campaign against leprosy.

One of the major reasons for late detection of persons affected with leprosy, health officials said, was due to the long incubation period of the disease. It takes, on an average, 3-5 years to detect symptoms of the disease resulting in damage to the nervous system. Some of the symptoms include formation of a large patch for a long period without itching; decrease or total loss of sensation in limbs and foot and clawing of fingers, feet drops. Early detection, for example a single patch, can be treated successfully, health officials said.

The World Leprosy Day in the country is celebrated on January 30 to commemorate the death anniversary of Mahatma Gandhi. The date was chosen by French humanitarian Raoul Follereau as a tribute to the life of the Mahatma, who had compassion for people afflicted with leprosy. The 2022 year’s theme was ‘United for Dignity’.","Sri Lankan Tamils in rehabilitation camps in Vellore, Ranipet, and Tirupattur districts, India, are being screened for leprosy-related infections during the anti-leprosy week celebrations. The Public Health Department aims to address the lack of screening over the years, identifying an unscreened population with deformities. Around 3,500 families in three districts are targeted, with 100-150 leprosy cases reported annually in the undivided Vellore district. A nine-member medical team has started screening, emphasizing early detection for successful treatment. The initiative coincides with World Leprosy Day on January 30, commemorating Mahatma Gandhi's compassion for leprosy-affected individuals.",A three-day leprosy screening camp has begun in three districts of Tamil Nadu.,0.19298245614035087,0.03571428571428572,0.08771929824561404
The Times of India,2021-06-04,Theatre group lends a helping hand to Yaas-affected villagers in West Bengal,"KOLKATA: The devastation by cyclone Yaas, visible across coastal districts of the state, has prompted theatre groups in the city to help out hundreds of people. On Thursday, the theatre group, Purba Paschim, and cultural grousps, The Bengal and Abrittilok, reached out to the residents of Khan Pukur, a village at Hingalganj in North 24 Parganas.
“The villages are still flooded as the water is receding slowly. Whenever there is a high tide, these areas run the risk of being inundated again. We saw the villagers wading through waist deep water to receive relief material from us,” said Saumitra Mitra of Purba Paschim.

The condition of several areas in North 24 Parganas worsened after high tide inundated the villages during Yaas. “Embankments got breached in several places and water entered the villages. Hundreds have lost their homes overnight with almost nothing to survive on. When we started with the relief work at places like Kumirmari, the perils of these people brought tears to our eyes. We are a small organization with limited resources, but we managed to feed them so far. Several non-government organisations have also come forward to help,” said Swami Parisuddhananda, secretary of Ramkrishna Mission Ashram, Taki.
“Since the cyclone had hit the areas, they started to serve khichuri to the villagers while taking care of their basic needs. Several organisations are also helping them with dry ration,” Mitra said.


“We have formed different teams that are working in the areas like Gherir Bandh, Kumirmari, Khan Pukur, Haola Para and Sandeshkhali. We had a better response from the NGOs last year when Amphan struck the state. But the numbers are low as the pandemic has restricted the movement of people, said Parisuddhananda. With more volunteers and larger participation of voluntary organisations, he is hopeful of feeding hundreds till the situation swings back to normalcy.","The devastation caused by Cyclone Yaas in coastal districts of West Bengal has prompted theater groups in Kolkata to provide assistance to affected communities. Purba Paschim, along with cultural groups The Bengal and Abrittilok, reached out to residents of Khan Pukur, a village in Hingalganj, North 24 Parganas. The villages are still flooded, and residents risk inundation with each high tide. Relief efforts, including the distribution of food and dry rations, are being carried out to assist those who have lost their homes and belongings. Despite limited resources, organizations and NGOs are working together to support affected communities.","The devastation by cyclone Yaas, visible across coastal districts of the state, has prompted groups in the city to help out hundreds of people.",0.27868852459016397,0.11666666666666667,0.2459016393442623
The Times of India,2020-11-22,"OTT platforms see surge in viewership as cinemas remain closed""","With movie theaters still shut due to the pandemic, streaming platforms like Netflix, Amazon Prime Video, and Hotstar have witnessed a significant surge in viewership. The article analyzes the changing landscape of entertainment consumption, the rise of original content on OTT platforms, and the future of cinema in the post-pandemic world. It also explores the diverse programming choices offered by these platforms, catering to a wider audience with varied interests.","With cinemas closed, people are turning to streaming platforms for entertainment, leading to a boom in viewership and highlighting the rise of original content and changing trends in movie consumption.",This article looks at the changing face of cinema.,0.20512820512820512,0.0,0.10256410256410256
The Times of India,2009-07-17,35 trees fall across city in three days,"THANE: The long awaited monsoons have finally arrived, but unfortunately they have badly hit the city. The city received a total rainfall of 9,577 mm till July 15. But sadly, the monsoon caught life of some of the city's full grown trees.

During the torrential rainfall in the past few weeks, around 35 trees collapsed and gave away their lives in just three days. The list of collapsed trees also includes a 50-year-old Vad tree.

As the rains lashed the city for continuous two to three days, the water got logged in the soil making it wet. Areas like Thane Station, Mumbra, Kausa, Wagle Estate, Vandana Talkies, Ram Maruti Road, Shanti Nagar (Thane East), Kokanipada were flooded with water. Along with the rains, strong winds also gushed into the city's few areas and became the reason for the trees to collapse. Thane Fire Brigade and Thane Municipal Corporation's (TMC) disaster management cell received around 35 calls in last three days with complaints of trees being collapsed in several areas.
The trees which were there at Upvan, Bramhand, near Voltas Company, Gandhinagar, Majiwada, Vasant Vihar, Kopri, Patonapada, Shanti Nagar, Wagle Estate, Lokamanya nagar collapsed during the heavy rains. The Kokanipada has several old trees of Banyan, Peepal and Umbar which are more than 50 years. Out of these, one of the Banyan trees ggot uprooted on July 15.


The Disaster management cell and fire brigade patrolled the city and cleared the branches and also cleared the collapsed tree from the city.","The long-awaited monsoons have hit Thane, bringing a total rainfall of 9,577 mm till July 15. Unfortunately, the torrential rains claimed the lives of around 35 full-grown trees, including a 50-year-old Vad tree, within three days. Areas like Thane Station, Mumbra, and Wagle Estate experienced flooding due to waterlogged soil. Strong winds accompanying the rains caused tree collapses. Thane Fire Brigade and the Municipal Corporation's disaster management cell received 35 calls in the last three days, addressing complaints of fallen trees. The affected areas included Upvan, Bramhand, Voltas Company, Gandhinagar, and Kokanipada. The Disaster management cell and fire brigade patrolled the city, clearing branches and collapsed trees.","In the past few weeks, the monsoon caught life of Thane's full grown trees.",0.15625,0.047619047619047616,0.09375
The Times of India,2021-06-04,Delhi BJP seeks fresh survey to find out number of Covid orphans,"NEW DELHI: Delhi BJP spokesperson Praveen Shankar Kapoor on Thursday requested lieutenant governor Anil Baijal to direct Delhi government to immediately resurvey and ascertain the number of children orphaned or those who have lost earning parent. In a letter to the LG, Kapoor stated that “the need to gather the correct data is important in the wake of Delhi government on May 28 informing the Supreme Court that only two children aged up to 17 years have been orphaned and just three others have lost their one earning parent.”

“We all have seen in society and come to know that thousands of youth have died due to Covid-19 during the second wave and obviously when thousands of young men and women have died many children must be very small in age,” Kapoor wrote.

He stated that SC had given one last opportunity to rectify the figures by June 5. “I hope you will agree that by giving wrong data, we will be denying bona fide compensation claims of many children,” Kapoor added in the letter.
Meanwhile, Delhi BJP spokesperson Harish Khurana said Delhi government on May 16 informed the Supreme Court that it had distributed 1,69,007 Remdesivir injections, a Covid-19 drug, and still had a stock of 23,890 injections.
“But five days later, in an RTI reply, Delhi government stated that till date, it has bought 48,093 Remdesivir injections while Centre has given it free another 9,036 injections,” Khurana stated, asking how did the government then distribute 1,69,007 injections. He lodged a complaint with Delhi Police on the matter and sought an inquiry.

","Delhi BJP spokesperson Praveen Shankar Kapoor has requested the Lieutenant Governor (LG) Anil Baijal to direct the Delhi government to conduct an immediate resurvey to ascertain the correct number of children orphaned or those who have lost an earning parent due to COVID-19. Kapoor's request comes after the Delhi government informed the Supreme Court that only two children up to the age of 17 have been orphaned, and three others have lost an earning parent. Kapoor emphasized the importance of gathering accurate data to ensure that compensation reaches those in need. Additionally, Delhi BJP spokesperson Harish Khurana raised concerns about discrepancies in the information provided by the Delhi government regarding Remdesivir injections distributed during the second wave of COVID-19. Khurana has filed a complaint with Delhi Police, seeking an inquiry into the matter.",The Delhi government has written to the Supreme Court asking it to direct the lieutenant governor to resurvey orphaned children.,0.21794871794871795,0.11688311688311688,0.12820512820512822
The Hans India,2021-09-17,"Cabinet okays wine shop quota for SCs, STs & BCs Monsoon session from Sept 24 to deliberate on Dalit Bandhu","Holding of the monsoon session of the State Assembly, setting up of three cabinet sub-committees, preparation of an integrated action plan to strengthen and upgrade the state Medical and Health department, proposal to set up four new multi-speciality hospitals in the Greater Hyderabad dominated the deliberations during the Cabinet meeting held here on Thursday.


The Cabinet chaired by Chief Minister K Chandrasekhar Rao ratified the proposal to allot 15 per cent of the wine shops to Goud community, 10 per cent to SCs (Scheduled Castes) and 5 per cent to the STs (Scheduled Tribes).

It ratified the proposal to constitute three Cabinet sub-committees. One is to study the policing system in the newly-created districts and recommend measures to strengthen it, to resolve Podu land disputes in the tribal-dominated areas and to evaluate the functioning of the Dharni portal.

Another important decision taken was to approve the proposal to double the capacity of medical oxygen production from 280 metric tonnes to 550 metric tonnes to meet the growing needs in case the State witnesses the third wave of the corona pandemic. The Chief Minister said the Assembly session, which will be scheduled to be held from September 24, would discuss in detail the Dalit Bandhu scheme and the possibility of extending it to other communities as well. ","During the Thursday Cabinet meeting chaired by Telangana Chief Minister K Chandrasekhar Rao, key decisions were made. These include allocating 15% of wine shops to the Goud community, 10% to SCs, and 5% to STs. Three sub-committees were formed to address policing in new districts, resolve Podu land disputes, and assess the Dharni portal. Approval was granted to double medical oxygen production capacity to 550 metric tonnes amid concerns of a third COVID-19 wave. The upcoming Assembly session, slated for September 24, will discuss the extension of the Dalit Bandhu scheme to other communities.","The Telangana Cabinet on Wednesday took a slew of decisions, including setting up of three cabinet sub-committees, preparation of an integrated action plan to strengthen and upgrade the health department, proposal to set up four new multi-speciality hospitals in the Greater Hyderabad region.",0.2695035460992908,0.014388489208633094,0.18439716312056736
The Times of India,2021-06-04,Five hospitals without fire NOC sealed in Vadodara,"VADODARA: Fire officials on Thursday sealed five hospitals in the city for flouting fire safety norms and not getting NOC from the fire brigade despite being notified several times and endangering patients’ lives.
“While auditing the fire safety norms in hospitals, we found many not having safety measures in place. We removed 137 such hospitals from the list of Covid hospitals a week ago and issued notices to them. Many of them have begun applying for NOC,” said Parth Brahmbhatt, chief fire officer.

Dwarkesh Hospital in Manjalpur, Chirag Clinic in Makarpura, Sai Hospital, Chiranjeevi Hospital and Respicare Hospital have been sealed by the fire brigade.
“We sealed hospitals violating the norms and have asked them not to take in any new patients. They can treat existing patients,” Brahmbhatt told TOI. These hospitals won’t be allowed to admit any new patient till they meet all the safety measures and get the NOC from the fire brigade.


The city witnessed fire incidents in both private and government hospitals over last few months. Fire brigade officials and the police department swung into action and began checking the safety norms in hospitals.","Five hospitals in Vadodara have been sealed by fire officials for flouting fire safety norms and failing to obtain a No Objection Certificate (NOC) from the fire brigade despite multiple notifications. The hospitals sealed include Dwarkesh Hospital in Manjalpur, Chirag Clinic in Makarpura, Sai Hospital, Chiranjeevi Hospital, and Respicare Hospital. The Chief Fire Officer, Parth Brahmbhatt, stated that these hospitals were removed from the list of COVID hospitals a week ago, and notices were issued to them. Hospitals violating safety norms have been instructed not to admit new patients until they comply with safety measures and obtain NOCs.",Five hospitals in the city have been sealed for flouting fire safety norms.,0.21621621621621623,0.14678899082568808,0.1981981981981982
The Hindu,2010-07-29,Andhra Bank net profit up 25 %,"The net profit of Andhra Bank has increased to Rs. 320.41 crore in the quarter ended June 30, 2010, from Rs. 256.22 crore in the year-ago period, a rise of 25 per cent.

Announcing the quarterly results here on Thursday, Chairman and Managing Director R. S. Reddy said total business grew by 25 per cent from Rs. 1,05,822 crore in June 2009 to Rs. 1,31,844 crore in June this year.","Andhra Bank's net profit for the quarter ending June 30, 2010, surged to Rs. 320.41 crore, marking a 25% increase from the previous year's Rs. 256.22 crore. Chairman R. S. Reddy announced the quarterly results, highlighting a 25% growth in total business, reaching Rs. 1,31,844 crore from Rs. 1,05,822 crore in June 2009.",Andhra Bank has reported a 25 per cent rise in its net profit for the first quarter of the current financial year.,0.2891566265060241,0.1234567901234568,0.21686746987951805
The Times of India,2021-06-04,"500-bed Chennai hospital, five more schemes mark M Karunanidhi’s 98th anniversary","CHENNAI: The state government on Thursday made six announcements to commemorate the 98th birth anniversary of former chief minister M Karunanidhi, including construction of a 500-bed multi super-specialty hospital on the premises of King Institute of Preventive Medicine and Research in Guindy at a cost of Rs 250 crore.
On the lines of Kalaimamani awards for excellence in performing arts and literature, the government announced ‘Ilakkiya Mamani’ awards for three Tamil writers every year. The award will carry a cash prize of Rs 5 lakh and a citation. TN winners of national awards such as Jnanpith and Sahitya Akademi awards, state literary awards, and prizes from renowned international organisations will get a ‘dream house’. “Houses will be provided either in their own districts or in a district of their choice, ” the release said.
The avid reader in Karunanidhi made him build the Anna Centenary Library in Kotturpuram in 2010 for the benefit of students, educationists, researchers, literary figures and students preparing for competitive examinations, the statement said. “With an objective to offer a similar facility to people in other parts of the state, a Kalaignar memorial library will be built in Madurai at a cost of Rs 70 crore on 2 lakh sqft with modern amenities,” the release said. The statement also recalled the schemes launched by the former five-time CM for the welfare of poor, including Dr Muthulakshmi memorial maternity assistance scheme and insurance scheme.


The scheme of free ride for women in town buses will be extended to disabled people and members of the third-gender, chief minister M K Stalin said in the statement.
Considering the trouble faced by farmers during rainy season, the government announced construction of godowns for a capacity of 16,000 tonne at a cost of Rs 24.30 crore in Tiruvarur, Thiruthuraipoondi, Muthupet, Mannargudi, Kottur, Needamangalam, Nannilam, Kudavasal, Koradacheri and Valangaiman blocks in Tiruvarur district.


Since farmers suffer losses due to improper drying of foodgrain, the state government would also set up 50 open drying yards in 10 blocks of the district at a cost of Rs 5 crore, recirculating batch dryers in Kottur and Valangaiman blocks at Rs 60 lakh, continuous flow dryers in Needamangalam and Mannargudi blocks at Rs 60 lakh.

","On the 98th birth anniversary of former Chief Minister M. Karunanidhi, the Tamil Nadu government announced several initiatives, including the construction of a 500-bed multi-super-specialty hospital at the King Institute of Preventive Medicine and Research in Guindy at a cost of Rs 250 crore. The government also announced the establishment of a Kalaignar memorial library in Madurai at a cost of Rs 70 crore, offering houses to Tamil Nadu winners of national awards in literature, and extending the scheme of free rides in town buses to disabled people and members of the third gender. Additionally, godowns with a capacity of 16,000 tonnes will be constructed in ten blocks in Tiruvarur district at a cost of Rs 24.30 crore, along with 50 open drying yards and various drying facilities to aid farmers during the rainy season.",The Tamil Nadu government has announced a slew of welfare schemes to mark the birth anniversary of former chief minister Karunanidhi.,0.2111801242236025,0.10062893081761008,0.13664596273291924
The Hindu,2022-02-05,Record 70.3L tonnes of paddy procured,"A record 70.3 lakh tonnes of paddy cultivated in the kharif this year was procured from 12.87 lakh farmers at minimum support price and almost bringing to an end a massive procurement process in villages that began in October.

Procurement of paddy is about 45% higher than what was purchased in the previous Kharif season, nearly 48.75 lakh tonnes. Officials of Telangana State Civil Supplies Corporation told The Hindu that the entire paddy procured at purchases centres has been shifted to rice mills to so that the process of custom milling is taken up to deliver the rice to Food Corporation of India (FCI) and Telangana State Civil Supplies Corporation.

Area of paddy
Based the on the area of paddy cultivation in the kharif season (61.95 lakh acres) it was estimated that the grain production would be about 103.95 lakh tonnes. It was planned to procure paddy by opening 6,962 purchase centres and of them 6,872 have been closed already after the completion of procurement. Of the total paddy purchased from over 12.87 lakh farmers during the 2021-22 Kharif Marketing Season, 61.58 lakh tonnes was of coarse (common) varieties and 8.72 lakh tonnes was of fine (Grade A) varieties. The paddy procured would be custom milled as 47.1 lakh tonnes rice at 67% out-turn per every 100 kg of paddy.

Explaining the details of the payments made to farmers against the paddy purchased from them, a senior executive involved in the exercise said the details of over 10.62 lakh farmers were entered in the online procurement management system (OPMS) and of them payment was made to nearly 10.42 lakh farmers till February 2. On the value of paddy procured, the official said it was ₹13,756.29 crore and of it the value of paddy entered into OPMS was ₹13,566.9 crore.


A record 70.3 lakh tonnes of paddy cultivated in the kharif this year was procured from 12.87 lakh farmers at minimum support price and almost bringing to an end a massive procurement process in villages that began in October.

Procurement of paddy is about 45% higher than what was purchased in the previous Kharif season, nearly 48.75 lakh tonnes. Officials of Telangana State Civil Supplies Corporation told The Hindu that the entire paddy procured at purchases centres has been shifted to rice mills to so that the process of custom milling is taken up to deliver the rice to Food Corporation of India (FCI) and Telangana State Civil Supplies Corporation.

Area of paddy
Based the on the area of paddy cultivation in the kharif season (61.95 lakh acres) it was estimated that the grain production would be about 103.95 lakh tonnes. It was planned to procure paddy by opening 6,962 purchase centres and of them 6,872 have been closed already after the completion of procurement. Of the total paddy purchased from over 12.87 lakh farmers during the 2021-22 Kharif Marketing Season, 61.58 lakh tonnes was of coarse (common) varieties and 8.72 lakh tonnes was of fine (Grade A) varieties. The paddy procured would be custom milled as 47.1 lakh tonnes rice at 67% out-turn per every 100 kg of paddy.

Explaining the details of the payments made to farmers against the paddy purchased from them, a senior executive involved in the exercise said the details of over 10.62 lakh farmers were entered in the online procurement management system (OPMS) and of them payment was made to nearly 10.42 lakh farmers till February 2. On the value of paddy procured, the official said it was ₹13,756.29 crore and of it the value of paddy entered into OPMS was ₹13,566.9 crore.

Against this, ₹1,3490.66 crore was released and the balance to be release as per OPMS value was ₹76.24 crore and that as per purchase value was ₹265.63 crore. Stating that delivery of custom milled rice (CMR) from the paddy procured in 2021-22 KMC to FCI and TSCSC has already commenced, the official said the millers have so far delivered 8.13 lakh tonnes of rice or over 17% of the targeted 47.1 lakh tonnes. According to TSCSC statistics, highest of 6,86,156 tonnes of paddy was procured in Nizamabad district followed by Kamareddy (4,83,669 tonnes) Nalgonda (4,54,383), Siddipet (3,99,315), Karimnagar (3,90,391), Medak (3,90,316), Jagitial (3,75,036), Suryapet (3,23,068) and Peddapalli (3,14,900), where the procurement is more than 3 lakh tonnes.","A record 70.3 lakh tonnes of paddy were procured in the Kharif season in Telangana, India, from 12.87 lakh farmers at the minimum support price. This marks a 45% increase from the previous season. The procurement process, which began in October, is nearly complete, with paddy shifted to rice mills for custom milling. The total estimated grain production was 103.95 lakh tonnes from 61.95 lakh acres of paddy cultivation. Payments totaling ₹13,566.9 crore have been made to nearly 10.42 lakh farmers, with custom milled rice delivery already underway.",The Telangana government has procured a record amount of paddy from farmers during the Kharif season this year.,0.23008849557522126,0.07207207207207207,0.14159292035398227
The Hans India,2021-09-19,All set for idols immersion today,"After reeling under the corona pandemic for nearly two years, the State capital is again to witness spectacular Ganesh immersions on Sunday. Foolproof security arrangements have been made for the smooth flow of the procession in the entire city. All the liquor shops would be closed in the city and Vehicular traffic will be diverted on the entire stretch of the idol procession. First time, the idol immersion would also be permitted on the PV Marg.

The government has made all arrangements for the smooth conduct of idol immersion on Sept 19 as part of nine-day Ganesh festival by following corona protocols. Thousands of police personnel are posted for the smooth conduct of the event to be ending on September 19 after a nine-day of festivities.

City Police Commissioner Anjani Kumar said that the people should cooperate for peaceful and smooth conduct of the festivities. As many as 55 cranes and lighting arrangements were made en route. The officials were instructed to take necessary action and measures to provide all facilities and protection to the devotees and the people. Since a large number of the devotees are expected to throng Tank Bund, they took all measures for safety. About 27000 police personnel would be on duty during the Ganesh festivities, the Minister added.

The Ganesh idol Immersion programme scheduled to be held on Sunday would also be held on PV Marg for the first time this year.


Anjani Kumar said that the immersion programme was not held in the city last year due to the spread of Covid 19 virus. He said that they had handed over 2.5 lakh idols to devotees on behalf of GHMC and added that most of the devotees have decided to immerse the idols in their homes this year. He said that around 27,000 police personnel would man the security arrangements during the immersion programme. He said that the immersion process would be carried out with the help of geo-tagging. He said that a total of 8,175 devotees had registered their names with the police department to install the Ganesh pandals. He said that a total of 55 static cranes had been put up to carry out the immersion process. He that wine shops will remain closed from 6 am on Sunday till 6 pm Monday. would be opened on Sunday.

Commenting on the Shoba Yatra of Khairatabad Ganesh , he said that the Shoba Yatra would be continued for 2.5-km distance and added that the idol would be immersed at crane number 4.

He urged the people to lodge any complaint with them by calling on 9490598985 and

040-27852482 phone numbers.

Cyberabad Police Commissioner Stephen Ravindra said CCTV cameras were installed at all places of the immersion and the IT cell of the department would monitor the CCTVs from command control room. She Teams would also be roped into to check eve teasing at the immersion spots. He urged the devotees to call up on emergency number 100 if they needed any kind of help during the immersion program.","The city of Hyderabad prepares for grand Ganesh immersions on September 19 after two years of pandemic hiatus. Stringent security measures are in place, including closure of liquor shops and traffic diversions along procession routes. For the first time, immersion will occur on PV Marg. Over 27,000 police personnel are deployed to ensure safety, with 55 cranes set up along the route. Idols were distributed, and registration for pandals monitored. CCTV surveillance, She Teams, and emergency helplines bolster security. Authorities urge cooperation and offer contact numbers for assistance. Shoba Yatra of Khairatabad Ganesh will cover 2.5 km, with immersion at crane number 4.",The three-day annual festival of Ganesh is set to begin in the city on Saturday.,0.1487603305785124,0.01680672268907563,0.09917355371900827
THE HINDU ,2023-01-01,India’s unemployment rate hits 16-month high,"India’s unemployment rate rose to 8.30% in December, the highest in 16 months, from 8.00% in the previous month, data from the Centre for Monitoring Indian Economy showed on January 1. The urban unemployment rate rose to 10.09% in December from 8.96% in the previous month, while the rural unemployment rate slipped to 7.44% from 7.55%, the data showed.","
In December, India experienced a notable increase in its unemployment rate, reaching 8.30%, the highest in 16 months, as reported by the Centre for Monitoring Indian Economy on January 1. This marked a slight uptick from the previous month's rate of 8.00%. The urban areas saw a more significant rise in unemployment, with the urban unemployment rate climbing to 10.09% from 8.96% in November. In contrast, rural unemployment experienced a marginal decrease, slipping from 7.55% to 7.44%. These figures indicate a challenging job market scenario, particularly in urban settings, highlighting the need for targeted measures to address the employment challenges faced by the population. The data underscores the importance of monitoring and addressing economic factors influencing job creation and unemployment rates in the country.","India’s unemployment rate rose to a 16-month high in December, driven by a rise in rural and urban unemployment.",0.2368421052631579,0.06666666666666668,0.15789473684210525
The Times of India,2021-06-04,Theatre group lends a helping hand to Yaas-affected villagers in West Bengal,"KOLKATA: The devastation by cyclone Yaas, visible across coastal districts of the state, has prompted theatre groups in the city to help out hundreds of people. On Thursday, the theatre group, Purba Paschim, and cultural grousps, The Bengal and Abrittilok, reached out to the residents of Khan Pukur, a village at Hingalganj in North 24 Parganas.
“The villages are still flooded as the water is receding slowly. Whenever there is a high tide, these areas run the risk of being inundated again. We saw the villagers wading through waist deep water to receive relief material from us,” said Saumitra Mitra of Purba Paschim.

The condition of several areas in North 24 Parganas worsened after high tide inundated the villages during Yaas. “Embankments got breached in several places and water entered the villages. Hundreds have lost their homes overnight with almost nothing to survive on. When we started with the relief work at places like Kumirmari, the perils of these people brought tears to our eyes. We are a small organization with limited resources, but we managed to feed them so far. Several non-government organisations have also come forward to help,” said Swami Parisuddhananda, secretary of Ramkrishna Mission Ashram, Taki.
“Since the cyclone had hit the areas, they started to serve khichuri to the villagers while taking care of their basic needs. Several organisations are also helping them with dry ration,” Mitra said.


“We have formed different teams that are working in the areas like Gherir Bandh, Kumirmari, Khan Pukur, Haola Para and Sandeshkhali. We had a better response from the NGOs last year when Amphan struck the state. But the numbers are low as the pandemic has restricted the movement of people, said Parisuddhananda. With more volunteers and larger participation of voluntary organisations, he is hopeful of feeding hundreds till the situation swings back to normalcy.","Theatre groups in Kolkata, including Purba Paschim, The Bengal, and Abrittilok, are extending support to the residents affected by Cyclone Yaas. They are reaching out to villages like Khan Pukur in Hingalganj, North 24 Parganas, which are still dealing with flooding and the aftermath of the cyclone. These theatre groups are providing relief materials, including food, to help the affected residents. Many areas in North 24 Parganas witnessed worsened conditions due to high tides during Cyclone Yaas, leading to breaches in embankments and water entering the villages. Various organizations, including NGOs, are coming forward to offer assistance in these relief efforts.","The devastation by cyclone Yaas, visible across coastal districts of the state, has prompted groups in the city to help out hundreds of people.",0.192,0.08130081300813008,0.16
The Times of India,2021-01-04,DMC: Race against time to clean drains and rivers before monsoon,"DEHRADUN: The task of cleaning drains is a huge challenge for Dehradun Municipal Corporation (DMC) to avoid waterlogging during incessant rainfall. The new wards, in particular, face difficulties during the monsoon as water enters homes, causing inconvenience to people. After reminders by the district magistrate, the irrigation department has now written to DMC for cleaning the drains soon.
The issue of waterlogging is one of the major problems for the residents living in wards and areas such as Kishan Nagar, Khudbuda mohalla, Govind Garh, Indira colony and Chukkuwala. Last year, too, the residents had suffered losses during heavy showers.
Sanjay Thakur, a resident of Khudbuda mohalla, said, “Our locality is in a total mess when there is heavy rainfall. If the authorities take appropriate steps, the problem can be addressed to a large extent.”
Irrigation department officials had recently written to the DMC highlighting the significance of cleaning drains and rivers like Choti Bindal before the arrival of monsoon in the state. The letter from the irrigation department had also signalled that ""slow pace of work is due to fund crunch during the pandemic"".


DMC officials, however, claimed the work of cleaning drains and rivers is in full swing.
Chief municipal health officer, Kailash Joshi, told TOI, “We have started the task of cleaning drains. Rivers are being cleaned in mission mode as well. We aim to complete the task by June 15.""


""In addition, we will set up a control centre for assistance to people during the monsoon season,” Joshi added.","The Dehradun Municipal Corporation (DMC) faces the challenge of cleaning drains to prevent waterlogging during the monsoon. With the monsoon season approaching, the irrigation department has written to the DMC, emphasizing the importance of cleaning drains and rivers to avoid waterlogging issues. Residents in various wards, such as Kishan Nagar, Khudbuda Mohalla, Govind Garh, Indira Colony, and Chukkuwala, have faced difficulties during heavy rainfall, and addressing drainage issues is crucial to prevent losses. The DMC officials claim that the cleaning work is in progress, with the aim to complete it before June 15.",The task of cleaning drains is a huge challenge for Dehradun Municipal Corporation (DMC) to avoid incessant waterlogging during rainfall.,0.26548672566371684,0.12612612612612614,0.17699115044247787
